spSpec-54149-2689-407.fit,23.5480041504
spSpec-54152-2317-403.fit,17.0379943848
spSpec-54153-2683-507.fit,36.3527984619
spSpec-54156-2393-331.fit,39.2670135498
spSpec-54169-2382-326.fit,17.0189819336
spSpec-54169-2382-502.fit,23.0079956055
spSpec-54180-2457-244.fit,33.5839996338
spSpec-54180-2457-543.fit,36.8959960938
spSpec-54180-2677-639.fit,39.9689941406
spSpec-54206-2550-045.fit,23.4951992035
spSpec-54206-2550-072.fit,88.5539016724
spSpec-54206-2550-073.fit,124.215988159
spSpec-54206-2550-075.fit,82.3295974731
spSpec-54206-2550-094.fit,175.86340332
spSpec-54206-2550-182.fit,272.701019287
spSpec-54206-2550-217.fit,90.9054031372
spSpec-54206-2550-245.fit,57.0063972473
spSpec-54206-2550-299.fit,225.344512939
spSpec-54206-2550-317.fit,80.3840026855
spSpec-54206-2550-361.fit,49.606502533
spSpec-54206-2550-507.fit,17.9629020691
spSpec-54206-2550-552.fit,302.909614563
spSpec-54206-2550-563.fit,108.251304626
spSpec-54206-2550-570.fit,20.2025947571
spSpec-54271-2449-420.fit,30.9347000122
spSpec-54271-2449-594.fit,19.3990020752
spSpec-54331-2801-280.fit,16.1519927979
spSpec-54368-2679-636.fit,21.8899993896
spSpec-54368-2679-638.fit,65.6630096436
spSpec-54368-2803-063.fit,15.8069915771
spSpec-54368-2804-179.fit,19.0510253906
spSpec-54368-2804-182.fit,15.3535003662
spSpec-54380-2624-486.fit,16.0970001221
spSpec-54397-2620-017.fit,38.3633041382
spSpec-54397-2620-020.fit,36.1237030029
spSpec-54397-2620-023.fit,41.1433029175
spSpec-54397-2620-475.fit,22.4219970703
spSpec-54397-2713-248.fit,24.8260040283
spSpec-54397-2798-268.fit,18.9419994354
spSpec-54414-2815-237.fit,50.7120056152
spSpec-54414-2815-614.fit,29.2439880371
spSpec-54425-2806-264.fit,25.7339935303
spSpec-54425-2806-381.fit,22.8090057373
spSpec-54433-2807-257.fit,30.8050079346
spSpec-54433-2807-467.fit,33.1230010986
spSpec-54433-2807-638.fit,37.8569946289
spSpec-54453-2857-635.fit,22.2870025635
spSpec-54454-2849-082.fit,35.4850006104
spSpec-54454-2849-544.fit,30.1560058594
spSpec-54481-2541-415.fit,37.1540222168
spSpec-54502-2943-304.fit,56.0046920776
spSpec-54515-2939-367.fit,54.8030090332
spSpec-54523-2877-561.fit,20.4989929199
spSpec-54523-2944-185.fit,17.3663806915
spSpec-54526-2938-273.fit,47.1979827881
spSpec-54526-2938-548.fit,44.987991333
spSpec-54533-2872-119.fit,32.5352020264
spSpec-54534-2870-225.fit,33.3348007202
spSpec-54552-2892-293.fit,15.5602016449
spSpec-54552-2892-616.fit,400.161010742
spSpec-54552-2893-142.fit,63.6650085449
spSpec-54561-2462-371.fit,131.387819052
spSpec-54574-2904-301.fit,28.8629760742
spSpec-54574-2904-518.fit,35.4490356445
spSpec-54581-2876-234.fit,15.0827026367
spSpec-54583-2861-624.fit,17.7630004883
spSpec-54589-2963-331.fit,32.3109893799
spSpec-54616-2797-640.fit,32.8480072021
spSpec-54626-2934-207.fit,350.304992676
spSpec-54626-2936-193.fit,77.0963973999
spSpec-54629-2796-491.fit,24.7120056152
spSpec-54629-2902-073.fit,60.8220214844
spSpec-54631-2553-122.fit,16.2339935303
spSpec-54631-2553-430.fit,31.3640136719
spSpec-54632-2552-304.fit,97.0980072021
spSpec-54632-2552-347.fit,71.5070037842
spSpec-54632-2964-012.fit,28.0370178223
spSpec-54206-2550-182.fit,272.701019287
