# col1    HIP     RA               DE               RARad          DERad           _r        _RAJ2000     _DEJ2000     RAJ2000      DEJ2000      2MASS              Jmag     e_Jmag   Hmag     e_Hmag   Kmag     e_Kmag   Qflg Rflg Bflg Cflg Xflg   Aflg   Separation             
  36250   36250   111.9625253497   -16.0938803999   1.9541147062   -0.2808912024   4.3E-5    111.962508   -16.09392    111.962508   -16.09392    07275100-1605381   7.872    0.026    7.804    0.04     7.542    0.026    AAA 111 111 000 0      0      4.29656633284324E-5    
  36293   36293   112.0514003971   -27.3996780008   1.9556658684   -0.4782145951   1.7E-5    112.051381   -27.399675   112.051381   -27.399675   07281233-2723588   8.494    0.026    8.477    0.036    8.443    0.023    AAA 112 111 000 0      0      1.7480585972036517E-5  
  36397   36397   112.3449162878   -21.8692248791   1.9607886871   -0.381689979    6.5E-5    112.344878   -21.869171   112.344878   -21.869171   07292277-2152090   7.807    0.03     7.903    0.046    7.864    0.026    AAA 111 111 000 0      0      6.454079821967404E-5   
  36404   36404   112.3665564053   -21.8586309984   1.9611663784   -0.3815050809   7.0E-5    112.36652    -21.85857    112.36652    -21.85857    07292796-2151308   7.62     0.026    7.626    0.049    7.374    0.027    AAA 111 111 000 0      0      6.973113385853709E-5   
  36722   36722   113.2968550341   -11.6117277166   1.9774031525   -0.2026628805   2.6E-5    113.296844   -11.611704   113.296844   -11.611704   07331124-1136421   9.159    0.024    9.232    0.023    9.216    0.019    AAA 222 111 000 0      0      2.60633070678733E-5    
  36778   36778   113.4627061935   -36.3384016555   1.9802978013   -0.6342247538   1.4E-5    113.462689   -36.338402   113.462689   -36.338402   07335104-3620182   5.359    0.019    5.292    0.042    5.048    0.018    AAA 111 111 000 0      0      1.3854186455914598E-5  
  36949   36949   113.9479451357   -22.8774858408   1.9887668185   -0.3992874525   3.0E-6    113.947948   -22.877487   113.947948   -22.877487   07354750-2252389   9.144    0.02     8.947    0.024    8.685    0.026    AAA 122 111 000 0      0      2.8823615512739238E-6  
  36969   36969   113.9908240366   -3.3683030713    1.9895151965   -0.0587879788   4.0E-5    113.990795   -3.368276    113.990795   -3.368276    07355779-0322057   8.062    0.037    8.165    0.063    8.119    0.026    AAA 111 111 000 0      0      3.96619331702312E-5    
  36981   36981   114.0162400204   -14.4927734186   1.9899587891   -0.2529466139   3.5E-5    114.016204   -14.492779   114.016204   -14.492779   07360388-1429340   5.51     0.021    5.495    0.057    5.205    0.018    AAA 111 111 0dd 0      0      3.531801235730361E-5   
  37119   37119   114.4116871827   -14.4407654322   1.9968606441   -0.2520389033   1.7E-5    114.411686   -14.440748   114.411686   -14.440748   07373880-1426266   6.36     0.021    6.363    0.027    6.323    0.023    AAA 111 111 000 0      0      1.7469784955812936E-5  
  37345   37345   114.99163237     -37.5794128157   2.0069825971   -0.6558844846   1.6E-5    114.991648   -37.579403   114.991648   -37.579403   07395799-3734458   5.933    0.019    5.934    0.046    5.934    0.021    AAA 111 111 000 0      0      1.5804543626721922E-5  
  37647   37647   115.883881416    -4.680655424     2.0225552807   -0.0816928483   1.2E-5    115.883888   -4.680645    115.883888   -4.680645    07433213-0440503   7.248    0.024    7.336    0.046    7.299    0.024    AAA 111 111 000 0      0      1.2317474414702102E-5  
  37675   37675   115.9496568448   -40.3093280191   2.0237032785   -0.7035304932   1.8E-5    115.949635   -40.309334   115.949635   -40.309334   07434791-4018336   6.892    0.018    6.973    0.059    6.878    0.027    AAA 111 111 000 0      0      1.7699189978337513E-5  
  37743   37743   116.1225920831   -21.5067789285   2.0267215678   -0.3753641038   3.5E-5    116.122622   -21.506758   116.122622   -21.506758   07442942-2130243   9.576    0.024    9.563    0.025    9.443    0.021    AAA 222 111 000 0      0      3.482425698621274E-5   
  37784   37784   116.219828676    -16.1222400288   2.0284186665   -0.2813861713   3.4E-5    116.219862   -16.12225    116.219862   -16.12225    07445276-1607201   8.047    0.032    7.914    0.024    7.851    0.027    AAA 111 111 000 0      0      3.3530337307663686E-5  
  38029   38029   116.8974977626   -30.5486369515   2.0402462233   -0.5331742968   9.0E-6    116.897491   -30.54863    116.897491   -30.54863    07473539-3032550   7.257    0.027    7.245    0.061    7.157    0.027    AAA 111 111 000 0      0      9.06871572007813E-6    
  38070   38070   117.0215622506   -25.9371804365   2.0424115571   -0.4526891973   1.8E-5    117.021544   -25.937172   117.021544   -25.937172   07480517-2556138   4.568    0.242    4.435    0.076    4.165    0.029    DEE 311 111 0dd 0      0      1.845366901765285E-5   
  38224   38224   117.4675831484   -40.9145591174   2.0501960903   -0.7140937686   8.8E-5    117.467583   -40.914471   117.467583   -40.914471   07495221-4054520   7.035    0.034    7.129    0.029    7.086    0.031    AAA 111 111 000 0      0      8.811747137003751E-5   
  38433   38433   118.0928149084   -59.4931388226   2.0611084431   -1.0383511548   1.6E-5    118.092834   -59.493126   118.092834   -59.493126   07522228-5929352   7.505    0.026    7.484    0.061    7.449    0.023    AAA 111 111 000 0      0      1.60732058566303E-5    
  38434   38434   118.0943255231   3.8431568727     2.0611348083   0.0670757411    1.3E-5    118.094333   3.843146     118.094333   3.843146     07522263+0350353   8.224    0.046    8.205    0.047    8.114    0.031    AAA 111 111 000 0      0      1.3185920374772841E-5  
  38439   38439   118.1252977078   -21.9997533509   2.0616753749   -0.3839681306   3.2E-5    118.12527    -21.999735   118.12527    -21.999735   07523006-2159590   8.951    0.023    8.931    0.024    8.782    0.021    AAA 122 111 000 0      0      3.157127750180132E-5   
  38510   38510   118.2995293089   -45.2187592283   2.06471629     -0.7892162322   2.2E-5    118.29953    -45.218781   118.29953    -45.218781   07531188-4513076   8.511    0.021    8.585    0.034    8.554    0.019    AAA 112 111 000 0      0      2.1777141848343982E-5  
  38551   38551   118.4106588564   -23.31372455     2.0666558665   -0.4069012543   2.7E-5    118.410663   -23.313751   118.410663   -23.313751   07533855-2318495   7.015    0.02     7.114    0.044    7.046    0.021    AAA 111 111 000 0      0      2.6722325237590646E-5  
  38779   38779   119.0657325903   -61.0994654322   2.07808906     -1.066386843    2.6E-5    119.065721   -61.099491   119.065721   -61.099491   07561577-6105581   6.542    0.018    6.571    0.04     6.534    0.026    AAA 111 111 000 0      0      2.617420442791926E-5   
  38855   38855   119.2666464921   2.9508474198     2.0815956691   0.0515020032    1.6E-5    119.266655   2.950834     119.266655   2.950834     07570399+0257030   8.02     0.034    7.917    0.061    7.806    0.024    AAA 111 111 000 0      0      1.5883436920585734E-5  
  38994   38994   119.7106538902   -60.8244883816   2.0893450601   -1.0615875881   5.4E-5    119.71059    -60.824444   119.71059    -60.824444   07585054-6049279   5.558    0.023    5.495    0.023    5.359    0.018    AAA 111 111 000 0      0      5.421970939784496E-5   
  39004   39004   119.729000291    -32.5576989356   2.0896652652   -0.5682390433   9.0E-6    119.728992   -32.557693   119.728992   -32.557693   07585495-3233276   9.213    0.032    9.203    0.023    9.172    0.021    AAA 122 111 000 0      0      9.168667111776982E-6   
  39013   39013   119.7530642549   -48.376321295    2.0900852606   -0.8443260866   1.8E-5    119.753053   -48.376305   119.753053   -48.376305   07590073-4822346   7.004    0.024    7.068    0.034    7.087    0.029    AAA 111 111 ddd 0      0      1.792808229381145E-5   
  39020   39020   119.7716724917   -25.2769465186   2.0904100356   -0.4411659416   1.7E-5    119.771656   -25.276939   119.771656   -25.276939   07590519-2516369   9.162    0.023    9.156    0.023    9.003    0.021    AAA 222 111 000 0      0      1.670083127902942E-5   
  39172   39172   120.1839071168   -2.8819247854    2.0976048871   -0.0502990763   3.1E-5    120.183879   -2.881912    120.183879   -2.881912    08004413-0252548   6.479    0.026    6.428    0.034    6.252    0.02     AAA 111 111 000 0      0      3.085486169330611E-5   
  39834   39834   122.0806833877   -23.6177967068   2.1307098782   -0.4122083146   1.9E-5    122.080664   -23.61779    122.080664   -23.61779    08081935-2337040   6.562    0.024    6.575    0.046    6.465    0.02     AAA 111 111 000 0      0      1.8987683786120407E-5  
  39843   39843   122.1027109335   -63.800833913    2.1310943314   -1.1135346173   6.4E-5    122.102696   -63.80077    122.102696   -63.80077    08082464-6348027   6.4      0.027    6.441    0.044    6.44     0.036    AAA 111 111 000 0      0      6.425215751187028E-5   
  39866   39866   122.1568671965   -37.6812417799   2.1320395365   -0.6576617353   4.8E-5    122.156827   -37.681206   122.156827   -37.681206   08083763-3740523   6.201    0.023    6.171    0.034    6.045    0.02     AAA 111 111 000 0      0      4.787728601783672E-5   
  40148   40148   122.9784202865   -30.2119020407   2.1463783429   -0.5272971639   3.4E-5    122.978405   -30.211933   122.978405   -30.211933   08115481-3012429   8.019    0.023    8.111    0.033    8.143    0.026    AAA 111 111 000 0      0      3.3659857080988176E-5  
  40274   40274   123.3730102237   -35.8995420941   2.1532652365   -0.6265652095   4.3E-5    123.37296    -35.899529   123.37296    -35.899529   08132951-3553583   4.861    0.037    4.848    0.076    4.554    0.029    EEA 111 111 000 0      0      4.273879770842595E-5   
  40299   40299   123.4402430566   -46.5786945341   2.1544386708   -0.8129515809   3.4E-5    123.4402     -46.578678   123.4402     -46.578678   08134564-4634432   6.759    0.02     6.879    0.038    6.901    0.021    AAA 111 111 000 0      0      3.3900700651447374E-5  
  40397   40397   123.7135211154   -46.4859109233   2.1592082727   -0.8113322014   6.4E-5    123.71353    -46.485847   123.71353    -46.485847   08145124-4629090   6.46     0.019    6.387    0.044    6.265    0.017    AAA 111 111 000 0      0      6.421534217085768E-5   
  41255   41255   126.2516735614   -12.7647898954   2.2035073898   -0.222787612    2.5E-5    126.251666   -12.764766   126.251666   -12.764766   08250039-1245531   7.09     0.021    7.089    0.031    7.002    0.021    AAA 111 111 000 0      0      2.5007473423152785E-5  
  41501   41501   126.9603708967   -50.1000384942   2.2158764917   -0.8744106271   2.2E-5    126.960358   -50.100018   126.960358   -50.100018   08275048-5006000   7.455    0.037    7.473    0.034    7.398    0.017    AAA 111 111 000 0      0      2.2100854968138274E-5  
  41599   41599   127.2169470811   -42.58749878     2.2203545909   -0.7432920739   2.1E-5    127.216937   -42.587479   127.216937   -42.587479   08285206-4235149   6.087    0.026    6.033    0.027    5.844    0.021    AAA 111 111 000 0      0      2.112668530284321E-5   
  41621   41621   127.2815533208   -44.1604312492   2.2214821825   -0.7707449244   2.6E-5    127.281521   -44.160442   127.281521   -44.160442   08290756-4409375   6.147    0.035    6.219    0.033    6.246    0.02     AAA 111 111 000 0      0      2.5557811765286663E-5  
  41774   41774   127.774732696    -39.0609754361   2.2300897864   -0.6817426304   4.7E-5    127.774678   -39.060955   127.774678   -39.060955   08310592-3903394   7.432    0.027    7.477    0.038    7.463    0.02     AAA 111 111 000 0      0      4.713115485662751E-5   
  41862   41862   128.0362680535   -36.107566173    2.2346544395   -0.6301959146   1.0E-5    128.036277   -36.107559   128.036277   -36.107559   08320870-3606272   9.468    0.031    9.448    0.03     9.451    0.03     AAA 222 111 000 0      0      1.0183108848329696E-5  
  41882   41882   128.0974354521   -49.6013344136   2.235722012    -0.8657065989   8.4E-5    128.097325   -49.601379   128.097325   -49.601379   08322335-4936049   6.29     0.02     6.124    0.033    5.811    0.02     AAA 111 111 000 0      0      8.433413619074055E-5   
  42251   42251   129.2195979196   -63.6276281241   2.2553074418   -1.110511606    3.7E-5    129.219519   -63.62764    129.219519   -63.62764    08365268-6337395   7.851    0.026    7.751    0.021    7.528    0.016    AAA 111 111 000 0      0      3.7013287577787E-5     
  42774   42774   130.7360730357   -77.1178114537   2.2817749256   -1.3459597218   2.5E-5    130.736177   -77.117821   130.736177   -77.117821   08425668-7707041   7.877    0.027    7.855    0.042    7.82     0.02     AAA 111 111 000 0      0      2.506743002212869E-5   
  42932   42932   131.2584554509   -41.5161984005   2.2908922187   -0.724594355    3.1E-5    131.25842    -41.516182   131.25842    -41.516182   08450202-4130582   8.796    0.023    8.823    0.029    8.881    0.021    AAA 112 111 000 0      0      3.1202366970548266E-5  
  43105   43105   131.6773298834   -56.7697971181   2.2982029567   -0.9908198754   9.0E-5    131.677328   -56.769707   131.677328   -56.769707   08464255-5646109   4.925    8.888    4.988    0.017    5.002    0.017    FEA 111 111 000 0      0      9.012401013961471E-5   
  43229   43229   132.0869156617   -46.9105476439   2.3053515771   -0.8187435103   5.3E-5    132.086936   -46.910496   132.086936   -46.910496   08482086-4654377   8.388    0.026    8.263    0.031    8.144    0.036    AAA 111 111 000 0      0      5.348020992525289E-5   
  43955   43955   134.2814908145   -43.2562045148   2.3436541392   -0.7549631907   6.5E-5    134.281558   -43.256161   134.281558   -43.256161   08570757-4315221   7.279    0.024    7.336    0.023    7.305    0.026    AAA 111 111 000 0      0      6.54811467338193E-5    
  44105   44105   134.74721325     3.6561176481     2.3517825291   0.0638112908    6.5E-5    134.747246   3.656061     134.747246   3.656061     08585933+0339218   6.886    0.019    6.428    0.038    6.213    0.024    AAA 111 111 000 0      0      6.540036987383374E-5   
  44213   44213   135.0927611284   -43.1739923936   2.3578134773   -0.7535283185   2.5E-5    135.092773   -43.173969   135.092773   -43.173969   09002226-4310262   6.181    0.021    6.213    0.031    6.048    0.021    AAA 111 111 000 0      0      2.4944268384622733E-5  
  44626   44626   136.4099258395   -70.5385204478   2.3808023383   -1.2311294313   3.4E-5    136.409835   -70.538506   136.409835   -70.538506   09053836-7032186   4.969    0.037    5.052    0.067    4.857    0.017    EEA 111 111 000 0      0      3.353693901238368E-5   
  45063   45063   137.6751076941   -53.0458349072   2.4028839273   -0.9258244736   3.6E-5    137.675081   -53.045803   137.675081   -53.045803   09104201-5302448   7.822    0.018    7.841    0.04     7.722    0.026    AAA 111 111 000 0      0      3.571558650182927E-5   
  45270   45270   138.3936469546   -47.3384401858   2.4154248032   -0.826211644    5.7E-5    138.39359    -47.338398   138.39359    -47.338398   09133446-4720182   5.89     0.023    5.953    0.038    5.893    0.021    AAA 111 111 000 0      0      5.717789141553558E-5   
  45520   45520   139.165492965    -44.4346093617   2.4288960574   -0.7755302352   1.0E-5    139.16548    -44.434605   139.16548    -44.434605   09163971-4426045   8.739    0.024    8.792    0.049    8.777    0.021    AAA 112 111 000 0      0      1.023370170763302E-5   
  45541   45541   139.2317577055   -63.7751555718   2.4300525953   -1.1130864457   6.6E-5    139.23161    -63.775166   139.23161    -63.775166   09165558-6346305   7.169    0.023    7.145    0.061    6.932    0.02     AAA 111 111 000 0      0      6.609809641325402E-5   
  45833   45833   140.1754899372   -42.1785546113   2.44652383     -0.7361546517   3.9E-5    140.175491   -42.178516   140.175491   -42.178516   09204211-4210426   9.011    0.026    8.881    0.047    8.613    0.021    AAA 112 111 000 0      0      3.8619331852585204E-5  
  45934   45934   140.4934418533   -51.1765062024   2.4520731378   -0.8931985329   1.8E-5    140.493427   -51.176491   140.493427   -51.176491   09215842-5110353   9.054    0.03     8.859    0.055    8.609    0.021    AAA 112 111 000 0      0      1.7827622015673086E-5  
  46147   46147   141.1645261594   -58.6890434701   2.4637857685   -1.0243170434   4.4E-5    141.164453   -58.689022   141.164453   -58.689022   09243946-5841204   7.624    0.023    7.526    0.034    7.38     0.016    AAA 111 111 000 0      0      4.3663034870347534E-5  
  46329   46329   141.6871399751   -28.7876822683   2.4729071003   -0.5024398396   1.26E-4   141.687012   -28.787739   141.687012   -28.787739   09264488-2847158   6.177    0.018    6.192    0.038    6.09     0.017    AAA 111 111 000 0      0      1.2569029381123096E-4  
  46377   46377   141.8496169918   58.1428391658    2.4757428592   1.0147839799    3.3E-5    141.849565   58.142857    141.849565   58.142857    09272389+5808342   7.318    0.024    6.735    0.036    6.622    0.02     AAA 111 111 000 0      0      3.272753417471105E-5   
  46905   46905   143.3777870359   -58.3862650807   2.502414458    -1.0190325636   3.3E-5    143.377736   -58.386246   143.377736   -58.386246   09333065-5823104   7.827    0.027    7.845    0.055    7.865    0.016    AAA 111 111 000 0      0      3.285985983180198E-5   
  46978   46978   143.6242247551   -66.122251895    2.5067156076   -1.1540510044   4.1E-5    143.624126   -66.122261   143.624126   -66.122261   09342979-6607201   7.283    0.037    7.243    0.059    7.192    0.026    AAA 111 111 000 0      0      4.099853048449347E-5   
  47522   47522   145.320941513    -23.5915214009   2.5363289015   -0.411749724    1.1E-4    145.320822   -23.591522   145.320822   -23.591522   09411699-2335294   4.755    0.037    4.744    0.076    4.541    0.016    EEA 111 111 000 0      0      1.09525976362271E-4    
  47549   47549   145.4055086569   -68.5049991819   2.5378048766   -1.1956377898   4.6E-5    145.405383   -68.504997   145.405383   -68.504997   09413729-6830179   7.024    0.026    6.972    0.049    6.851    0.021    AAA 111 111 000 0      0      4.6094878148593294E-5  
  48547   48547   148.5214406988   -27.9990044596   2.59218815     -0.4886748151   8.2E-5    148.521381   -27.998941   148.521381   -27.998941   09540513-2759561   7.039    0.024    7.016    0.038    6.834    0.023    AAA 111 111 000 0      0      8.249614551616555E-5   
  48943   48943   149.7763297849   -23.9507831615   2.6140900963   -0.4180200246   4.3E-5    149.776375   -23.950794   149.776375   -23.950794   09590633-2357028   6.315    0.021    6.351    0.027    6.232    0.021    AAA 111 111 000 0      0      4.271962890753543E-5   
  49234   49234   150.7558146747   -54.5584530089   2.6311853326   -0.9522246398   5.8E-5    150.755715   -54.558449   150.755715   -54.558449   10030137-5433304   9.193    0.032    9.217    0.024    9.211    0.021    AAA 122 111 0dd 0      0      5.7937441457968086E-5  
  49281   49281   150.8922477516   -61.8840500534   2.633566539    -1.0800804279   1.02E-4   150.892159   -61.883957   150.892159   -61.883957   10033411-6153022   6.007    0.019    6.013    0.033    5.899    0.018    AAA 111 111 000 0      0      1.0202087390850928E-4  
  49743   49743   152.3255944437   -50.6396023381   2.6585831581   -0.8838277927   3.7E-5    152.325653   -50.639606   152.325653   -50.639606   10091815-5038225   7.709    0.029    7.694    0.061    7.535    0.027    AAA 111 111 000 0      0      3.731629303884575E-5   
  49812   49812   152.5314901104   -8.4081629889    2.6621767154   -0.1467501282   5.2E-5    152.531442   -8.408185    152.531442   -8.408185    10100754-0824294   5.723    0.019    5.745    0.031    5.696    0.02     AAA 111 111 000 0      0      5.2436716648654534E-5  
  49927   49927   152.901188876    -59.8837882884   2.6686291761   -1.0451692742   1.8E-5    152.901159   -59.883778   152.901159   -59.883778   10113627-5953016   9.157    0.037    9.16     0.024    9.147    0.019    AAA 122 111 000 0      0      1.8181440075474665E-5  
  49934   49934   152.9436329306   -58.0605600257   2.6693699646   -1.013347938    3.6E-5    152.943574   -58.060543   152.943574   -58.060543   10114645-5803379   5.607    0.024    5.567    0.042    5.353    0.018    AAA 111 111 00d 0      0      3.552174232525444E-5   
  50044   50044   153.2548524666   -59.9180945489   2.6748017702   -1.0457680314   2.7E-5    153.2548     -59.918098   153.2548     -59.918098   10130115-5955051   6.082    0.018    6.079    0.021    6.024    0.033    AAA 111 111 000 0      0      2.6523701759770977E-5  
  50099   50099   153.4344955051   -70.0379217562   2.6779371327   -1.2223923359   9.5E-5    153.434228   -70.037895   153.434228   -70.037895   10134421-7002164   3.434    0.252    3.422    0.216    3.45     0.262    DCD 333 111 000 0      0      9.516457124432375E-5   
  50764   50764   155.4975344279   -18.0344644336   2.7139439545   -0.3147607832   4.9E-5    155.497495   -18.034496   155.497495   -18.034496   10215939-1802041   7.28     0.026    7.281    0.027    7.244    0.026    AAA 111 111 000 0      0      4.901019654181761E-5   
  50843   50843   155.7243694159   -59.6245549263   2.7179029719   -1.0406447985   2.1E-5    155.724408   -59.624546   155.724408   -59.624546   10225385-5937283   4.559    0.264    3.889    0.24     3.641    0.3      DDD 333 111 000 0      0      2.145558626593632E-5   
  51011   51011   156.3175344757   -58.8724774782   2.7282556552   -1.0275185708   3.0E-5    156.317504   -58.872452   156.317504   -58.872452   10251620-5852208   7.124    0.021    7.16     0.04     7.159    0.024    AAA 111 111 00s 0      0      2.9955553572188394E-5  
  51063   51063   156.5008215315   -57.8269426555   2.7314546178   -1.0092705457   2.3E-5    156.500798   -57.826923   156.500798   -57.826923   10260019-5749369   9.041    0.03     9.076    0.023    9.027    0.019    AAA 122 111 000 0      0      2.3309654597771557E-5  
  51265   51265   157.07617421     -63.164573128    2.7414964164   -1.1024297717   3.3E-5    157.076121   -63.164551   157.076121   -63.164551   10281826-6309523   6.255    0.019    6.179    0.018    6.01     0.02     AAA 111 111 000 0      0      3.265939270183152E-5   
  51421   51421   157.5284949105   -68.5520353843   2.7493909019   -1.1964587264   3.3E-5    157.528543   -68.552063   157.528543   -68.552063   10300685-6833074   7.617    0.021    7.602    0.053    7.44     0.029    AAA 111 111 000 0      0      3.273883372109416E-5   
  51444   51444   157.5934101063   -57.0773879291   2.7505238858   -0.9961883478   4.2E-5    157.59338    -57.077427   157.59338    -57.077427   10302241-5704387   6.702    0.023    6.78     0.055    6.73     0.029    AAA 111 111 000 0      0      4.2358954226875355E-5  
  51453   51453   157.6404953481   -61.3364978887   2.7513456783   -1.0705238398   2.8E-5    157.640464   -61.336521   157.640464   -61.336521   10303371-6120114   7.577    0.027    7.649    0.029    7.611    0.024    AAA 111 111 000 0      0      2.7572279941211298E-5  
  51488   51488   157.7426574988   -61.613466403    2.7531287442   -1.0753578523   1.9E-5    157.742642   -61.613449   157.742642   -61.613449   10305823-6136484   8.098    0.026    8.178    0.059    8.184    0.024    AAA 112 111 000 0      0      1.8898617873054852E-5  
  51491   51491   157.7494078297   -13.588467616    2.7532465597   -0.2371635002   7.0E-5    157.749339   -13.588489   157.749339   -13.588489   10305984-1335185   5.521    0.019    5.517    0.02     5.517    0.023    AAA 111 111 000 0      0      7.023739647976085E-5   
  51576   51576   158.0061828649   -61.6853602591   2.7577281295   -1.0766126368   5.4E-5    158.006226   -61.68531    158.006226   -61.68531    10320149-6141071   3.549    0.266    3.391    0.246    3.242    0.308    DDD 333 111 000 0      0      5.426389986901145E-5   
  52370   52370   160.5589334504   -64.4664536857   2.8022820322   -1.1251518739   8.5E-5    160.558766   -64.466408   160.558766   -64.466408   10421410-6427590   5.07     0.021    5.146    0.031    5.133    0.018    AAA 111 111 000 0      0      8.542140886657115E-5   
  52742   52742   161.7395615168   -56.7571908205   2.8228878792   -0.990599854    3.9E-5    161.739495   -56.757206   161.739495   -56.757206   10465747-5645259   5.2      0.018    5.305    0.031    5.225    0.02     AAA 111 111 000 0      0      3.949709159311022E-5   
  54390   54390   166.9198864037   -56.6605985816   2.9133016048   -0.9889140014   2.0E-5    166.919882   -56.660618   166.919882   -56.660618   11074077-5639382   8.08     0.023    8.064    0.042    8.017    0.027    AAA 111 111 000 0      0      1.9568646493172787E-5  
  54572   54572   167.5097607606   -60.095136932    2.9235968545   -1.0488580039   4.7E-5    167.509669   -60.095146   167.509669   -60.095146   11100232-6005425   7.679    0.02     7.695    0.042    7.495    0.031    AAA 111 111 000 0      0      4.6638328483873474E-5  
  54669   54669   167.8631040907   -63.2057168319   2.929763859    -1.1031478648   1.7E-5    167.863071   -63.205708   167.863071   -63.205708   11112713-6312205   9.073    0.027    8.928    0.065    8.809    0.024    AAA 212 111 000 0      0      1.7335415184209955E-5  
  54712   54712   168.0231067948   -71.2174569514   2.932556433    -1.2429791087   7.3E-5    168.022943   -71.217407   168.022943   -71.217407   11120550-7113026   6.874    0.024    6.915    0.04     6.872    0.033    AAA 111 111 000 0      0      7.263929531099936E-5   
  54790   54790   168.253754181    -57.0351897708   2.9365819893   -0.995451851    5.5E-5    168.253667   -57.035217   168.253667   -57.035217   11130088-5702067   8.704    0.024    8.73     0.049    8.696    0.019    AAA 112 111 000 0      0      5.46966302880582E-5    
  54807   54807   168.3021253579   -26.4650960254   2.9374262256   -0.4619030625   6.1E-5    168.302057   -26.465096   168.302057   -26.465096   11131249-2627543   6.353    0.017    6.005    0.026    5.877    0.017    AAA 111 111 000 0      0      6.119440851230807E-5   
  55524   55524   170.582212273    -61.0734750525   2.9772212495   -1.0659332253   2.1E-5    170.582181   -61.07346    170.582181   -61.07346    11221972-6104244   8.357    0.024    8.191    0.04     7.943    0.024    AAA 111 111 000 0      0      2.1339745216816804E-5  
  55537   55537   170.6320128708   -53.3698494216   2.9780904339   -0.9314795937   3.3E-5    170.631958   -53.369843   170.631958   -53.369843   11223166-5322114   6.004    0.02     5.226    0.029    4.28     0.036    AAE 111 111 dd0 0      0      3.336236346432362E-5   
  55801   55801   171.5058217743   -59.3528672092   2.9933412763   -1.0359029533   5.2E-5    171.505727   -59.352886   171.505727   -59.352886   11260137-5921103   7.39     0.023    7.422    0.04     7.419    0.036    AAA 111 111 0ss 0      0      5.1836845346001996E-5  
  55949   55949   171.9870044217   -62.8051361855   3.0017394978   -1.0961564136   4.1E-5    171.986981   -62.805176   171.986981   -62.805176   11275687-6248186   8.027    0.027    7.934    0.026    7.856    0.023    AAA 111 111 000 0      0      4.12283025904404E-5    
  56191   56191   172.7788274364   -62.9469276897   3.0155594165   -1.0986311422   1.5E-5    172.778814   -62.946941   172.778814   -62.946941   11310691-6256489   8.048    0.023    8.067    0.031    8.009    0.029    AAA 111 111 000 0      0      1.4646140314411569E-5  
  56252   56252   172.9612417285   -68.0579375692   3.0187431465   -1.1878350927   3.7E-5    172.961187   -68.057907   172.961187   -68.057907   11315068-6803284   7.869    0.021    7.707    0.073    7.389    0.027    AAA 111 111 000 0      0      3.6778971334382006E-5  
  56379   56379   173.356281684    -70.1947885822   3.0256378944   -1.2251301785   1.1E-4    173.355956   -70.194794   173.355956   -70.194794   11332542-7011412   6.425    0.02     5.962    0.031    5.418    0.023    AAA 111 111 000 0      0      1.1048229588083394E-4  
  56480   56480   173.6904662966   -54.2641315739   3.0314705162   -0.9470877617   1.32E-4   173.690256   -54.264084   173.690256   -54.264084   11344566-5415507   4.744    0.274    4.788    0.023    4.721    0.036    DAA 311 111 000 0      0      1.3171535571338534E-4  
  56586   56586   174.0228854716   -61.701685769    3.0372723253   -1.0768975707   2.7E-5    174.022843   -61.701668   174.022843   -61.701668   11360548-6142060   9.435    0.024    9.363    0.022    9.199    0.019    AAA 222 111 000 0      0      2.685373309087061E-5   
  56592   56592   174.0390738154   -61.694883975    3.0375548652   -1.076778857    2.6E-5    174.039035   -61.694866   174.039035   -61.694866   11360936-6141415   9.386    0.022    9.389    0.021    9.389    0.021    AAA 222 111 000 0      0      2.5726327551443892E-5  
  56748   56748   174.5212988506   -45.1389177944   3.0459712798   -0.7878227363   2.0E-5    174.521271   -45.13892    174.521271   -45.13892    11380510-4508201   9.042    0.024    9.031    0.024    8.997    0.026    AAA 222 111 000 0      0      1.9768965309413354E-5  
  57106   57106   175.6056494955   -62.4770757927   3.0648967688   -1.0904306796   2.3E-5    175.605602   -62.477081   175.605602   -62.477081   11422534-6228374   8.583    0.018    8.582    0.036    8.561    0.023    AAA 112 111 000 0      0      2.2557113498508773E-5  
  57143   57143   175.7822229184   -72.4455385856   3.0679785564   -1.2644131767   2.2E-5    175.782197   -72.445518   175.782197   -72.445518   11430772-7226438   6.79     0.018    6.792    0.029    6.72     0.02     AAA 111 111 000 0      0      2.201992880439774E-5   
  57479   57479   176.7340474512   -41.2927867665   3.0845910284   -0.7206950864   4.5E-5    176.733987   -41.292789   176.733987   -41.292789   11465615-4117340   9.208    0.023    9.194    0.024    9.126    0.023    AAA 222 111 000 0      0      4.547472270416907E-5   
  57569   57569   177.0001226227   -62.2069209268   3.0892349162   -1.0857155877   1.6E-5    177.000114   -62.206936   177.000114   -62.206936   11480002-6212249   8.677    0.026    8.577    0.057    8.403    0.029    AAA 111 111 000 0      0      1.5600208316694295E-5  
  57669   57669   177.4212000608   -63.7884895831   3.0965841039   -1.1133191681   4.1E-5    177.42111    -63.788479   177.42111    -63.788479   11494106-6347185   4.803    0.037    4.893    0.016    4.68     0.017    EEE 111 111 000 0      0      4.116236006583153E-5   
