# col1    HIP     RA               DE               RARad          DERad           _r        _RAJ2000     _DEJ2000     RAJ2000      DEJ2000      2MASS              Jmag     e_Jmag   Hmag     e_Hmag   Kmag     e_Kmag   Qflg Rflg Bflg Cflg Xflg   Aflg   Separation             
  90970   90970   278.3459993894   30.8921058639    4.8580541491   0.5391689602    2.6E-5    278.346025   30.89212     278.346025   30.89212     18332304+3053316   6.63     0.023    6.743    0.018    6.746    0.024    AAA 111 111 000 0      0      2.6131092514846574E-5  
  91119   91119   278.8062614455   34.4580010799    4.8660872374   0.6014055725    5.5E-5    278.806216   34.458042    278.806216   34.458042    18351349+3427289   6.063    0.021    6.092    0.017    6.025    0.017    AAA 111 111 000 0      0      5.548496260953809E-5   
  91130   91130   278.8352975142   -22.0909300901   4.8665940124   -0.3855594649   2.8E-5    278.835321   -22.090948   278.835321   -22.090948   18352047-2205274   7.533    0.018    7.424    0.046    7.207    0.024    AAA 111 111 000 0      0      2.8183940528808397E-5  
  91487   91487   279.8759794244   -21.9655422988   4.8847573382   -0.3833710351   1.3E-5    279.875976   -21.96553    279.875976   -21.96553    18393023-2157559   7.269    0.023    7.225    0.031    7.087    0.029    AAA 111 111 000 0      0      1.2702216759745046E-5  
  91550   91550   280.0458698045   -22.6638237082   4.8877224847   -0.3955583448   4.8E-5    280.045898   -22.663864   280.045898   -22.663864   18401101-2239499   8.243    0.021    8.189    0.042    7.958    0.021    AAA 111 111 000 0      0      4.796227933438389E-5   
  91725   91725   280.5690484362   -15.8557805058   4.8968536744   -0.2767355753   3.0E-5    280.569078   -15.855771   280.569078   -15.855771   18421657-1551207   7.383    0.024    7.193    0.061    6.852    0.017    AAA 111 111 000 0      0      2.9985584694607104E-5  
  91777   91777   280.7214346807   -39.2856542407   4.8995133161   -0.6856640153   3.6E-5    280.721481   -39.285656   280.721481   -39.285656   18425315-3917083   7.009    0.019    7.072    0.046    6.978    0.021    AAA 111 111 sss 0      0      3.589422150524571E-5   
  91904   91904   281.0381465443   11.2153070875    4.9050409809   0.1957440353    3.0E-5    281.038174   11.215321    281.038174   11.215321    18440916+1112551   8.482    0.018    8.566    0.055    8.428    0.023    AAA 112 111 000 0      0      3.031265592584785E-5   
  91946   91946   281.1389201604   -7.1105940589    4.9067998123   -0.1241032781   3.5E-5    281.138886   -7.110601    281.138886   -7.110601    18443333-0706381   7.141    0.021    7.048    0.04     6.805    0.02     AAA 111 111 000 0      0      3.460102884824927E-5   
  91987   91987   281.2329730675   -0.3733915187    4.9084413452   -0.0065169114   2.4E-5    281.232996   -0.373397    281.232996   -0.373397    18445591-0022242   6.798    0.021    6.805    0.031    6.782    0.026    AAA 111 111 000 0      0      2.3577995424884723E-5  
  92128   92128   281.6586688433   -7.9319774158    4.9158711381   -0.1384391221   4.6E-5    281.658702   -7.932009    281.658702   -7.932009    18463808-0755552   7.981    0.026    7.858    0.042    7.652    0.024    AAA 111 111 000 0      0      4.5563064286819355E-5  
  92180   92180   281.8099065193   2.6018850969     4.9185107335   0.0454114617    5.1E-5    281.809888   2.601838     281.809888   2.601838     18471437+0236066   8.29     0.029    8.288    0.031    8.286    0.025    AAA 112 111 000 0      0      5.060015513936693E-5   
  92279   92279   282.0943836972   15.3941452533    4.9234757969   0.2686785202    7.9E-5    282.094321   15.394094    282.094321   15.394094    18482263+1523387   6.743    0.027    6.756    0.016    6.748    0.017    AAA 111 111 000 0      0      7.925172667359717E-5   
  92420   92420   282.5199746618   33.3626780182    4.9309037605   0.5822885787    2.1E-5    282.519965   33.362659    282.519965   33.362659    18500479+3321455   3.367    0.272    3.351    0.262    3.192    0.362    DDD 333 111 000 0      0      2.06593882488179E-5    
  92477   92477   282.6965639785   8.7028051313     4.9339858255   0.1518926037    5.0E-6    282.696567   8.702801     282.696567   8.702801     18504717+0842100   7.433    0.024    7.233    0.024    7.079    0.034    AAA 111 111 d00 0      0      5.097851273603374E-6   
  92510   92510   282.790611878    -7.7988156931    4.935627271    -0.1361150116   2.7E-5    282.790588   -7.798802    282.790588   -7.798802    18510974-0747556   8.127    0.023    7.964    0.026    7.662    0.023    AAA 111 111 sss 0      0      2.7334254427319348E-5  
  92594   92594   283.0092200171   59.6670178885    4.9394427028   1.041385917     5.4E-5    283.009286   59.667061    283.009286   59.667061    18520222+5940014   6.925    0.023    6.975    0.02     6.951    0.017    AAA 111 111 000 0      0      5.448872630652972E-5   
  92609   92609   283.0543191352   -62.1875606829   4.9402298309   -1.0853776877   3.6E-5    283.054241   -62.187561   283.054241   -62.187561   18521301-6211152   4.417    0.264    4.318    0.256    4.391    0.021    DDA 331 111 000 0      0      3.645759719105061E-5   
  92694   92694   283.3103057059   -10.2201198425   4.9446976394   -0.1783747412   1.8E-5    283.310288   -10.220114   283.310288   -10.220114   18531446-1013124   7.24     0.03     7.237    0.051    7.164    0.021    AAA 111 111 bb0 0      0      1.8378364578727135E-5  
  92729   92729   283.4362281929   60.0178776413    4.9468954014   1.0475095749    4.0E-5    283.436286   60.017906    283.436286   60.017906    18534470+6001044   7.07     0.023    7.125    0.015    7.015    0.018    AAA 111 111 000 0      0      4.048119970974966E-5   
  93051   93051   284.3191387946   2.5353767462     4.9623050984   0.044250672     3.2E-5    284.319111   2.535361     284.319111   2.535361     18571658+0232072   5.425    0.018    5.455    0.031    5.39     0.018    AAA 111 111 000 0      0      3.1921323162820846E-5  
  93215   93215   284.8132926392   -7.1335890324    4.97092971     -0.1245046161   1.9E-5    284.813302   -7.133606    284.813302   -7.133606    18591519-0708009   8.591    0.032    8.61     0.038    8.455    0.021    AAA 112 111 000 0      0      1.9343544777182757E-5  
  93581   93581   285.8880382139   -20.1285723137   4.9896875589   -0.3513098606   3.7E-5    285.888019   -20.128605   285.888019   -20.128605   19033312-2007429   7.59     0.02     7.627    0.069    7.542    0.031    AAA 111 111 000 0      0      3.733428743433677E-5   
  93680   93680   286.1604297065   23.329295738     4.9944416873   0.4071730228    5.9E-5    286.16049    23.329275    286.16049    23.329275    19043851+2319453   6.838    0.02     6.83     0.029    6.783    0.016    AAA 111 111 ddd 0      0      5.912067094221965E-5   
  93696   93696   286.1997136295   -18.7075551176   4.9951273211   -0.3265084318   3.8E-5    286.199729   -18.70752    286.199729   -18.70752    19044793-1842270   7.09     0.019    6.635    0.04     6.425    0.029    AAA 111 111 000 0      0      3.8015710066141174E-5  
  93769   93769   286.4454325731   -29.0811092532   4.9994159257   -0.5075611066   3.7E-5    286.445438   -29.081146   286.445438   -29.081146   19054690-2904521   6.954    0.023    7.015    0.04     6.971    0.026    AAA 111 111 000 0      0      3.705159816547129E-5   
  93903   93903   286.8255397301   36.1001674658    5.0060500471   0.6300667828    5.4E-5    286.825596   36.100197    286.825596   36.100197    19071814+3606007   5.37     0.018    5.487    0.053    5.47     0.018    AAA 111 111 000 0      0      5.421597530586234E-5   
  93996   93996   287.0695802568   -19.2902864325   5.0103093578   -0.3366790119   2.0E-5    287.069601   -19.290291   287.069601   -19.290291   19081670-1917250   5.392    0.02     5.386    0.034    5.313    0.018    AAA 111 111 000 0      0      2.0104332080586983E-5  
  94011   94011   287.1048852      9.133553925      5.0109255453   0.1594105884    6.2E-5    287.104861   9.133497     287.104861   9.133497     19082516+0908005   8.245    0.018    8.187    0.023    8.136    0.02     AAA 111 111 000 0      0      6.173604474387372E-5   
  94066   94066   287.2451826537   -3.341172391     5.0133741978   -0.0583144591   2.3E-5    287.245168   -3.34119     287.245168   -3.34119     19085884-0320282   8.478    0.02     8.343    0.031    8.243    0.023    AAA 112 111 000 0      0      2.2892759114552492E-5  
  94260   94260   287.7968783289   15.7877269166    5.0230031038   0.2755478161    8.0E-5    287.796844   15.787654    287.796844   15.787654    19111124+1547155   6.994    0.02     6.645    0.026    5.995    0.018    AAA 111 111 000 0      0      8.00504130222884E-5    
  94331   94331   288.0136612823   2.6226164632     5.0267866801   0.0457732923    5.8E-5    288.013618   2.622578     288.013618   2.622578     19120326+0237212   6.616    0.019    6.613    0.04     6.51     0.016    AAA 111 111 000 0      0      5.786927512765126E-5   
  94384   94384   288.1677267285   -6.458791553     5.0294756294   -0.1127271783   1.0E-5    288.167729   -6.458801    288.167729   -6.458801    19124025-0627316   8.201    0.021    8.084    0.031    7.9      0.038    AAA 111 111 000 0      0      9.712889992868993E-6   
  94596   94596   288.7559573611   9.8076395273     5.0397421907   0.1711756016    9.3E-5    288.756025   9.807574     288.756025   9.807574     19150144+0948272   7.564    0.021    7.565    0.029    7.481    0.023    AAA 111 111 000 0      0      9.346710560595663E-5   
  94682   94682   288.9916140715   13.1082050415    5.0438551762   0.228781337     1.3E-5    288.991608   13.108194    288.991608   13.108194    19155798+1306294   7.706    0.034    7.691    0.051    7.685    0.023    AAA 111 111 000 0      0      1.2525247173370318E-5  
  94910   94910   289.7017010299   19.6104758233    5.0562485316   0.342267371     2.0E-5    289.701708   19.610495    289.701708   19.610495    19184840+1936377   6.283    0.02     6.262    0.021    6.211    0.02     AAA 111 111 000 0      0      2.0269574235478885E-5  
  94988   94988   289.9265412023   -0.0498434091    5.0601727329   -8.699316E-4    3.8E-5    289.926563   -0.049874    289.926563   -0.049874    19194237-0002595   7.985    0.026    7.848    0.049    7.786    0.021    AAA 111 111 000 0      0      3.75625149450444E-5    
  95108   95108   290.2255230302   7.3540754017     5.0653909502   0.1283528292    2.9E-5    290.22551    7.354049     290.22551    7.354049     19205412+0721145   8.46     0.024    8.342    0.027    8.211    0.027    AAA 111 111 000 0      0      2.939479679165558E-5   
  95133   95133   290.3261796369   5.4227130435     5.0671477394   0.094644197     3.7E-5    290.326179   5.42275      290.326179   5.42275      19211828+0525219   7.691    0.024    7.621    0.029    7.476    0.021    AAA 111 111 000 0      0      3.6961938681155144E-5  
  95152   95152   290.3946565044   8.8729525288     5.0683428862   0.154862236     8.0E-6    290.394651   8.872946     290.394651   8.872946     19213471+0852226   8.033    0.024    7.903    0.038    7.723    0.023    AAA 111 111 000 0      0      8.497223886083313E-6   
  95176   95176   290.4317584265   -15.9550021626   5.0689904369   -0.2784673199   7.2E-5    290.43181    -15.955055   290.43181    -15.955055   19214363-1557181   4.153    0.236    3.385    0.222    2.624    0.222    DDD 333 111 d00 0      0      7.246129211345332E-5   
  95673   95673   291.9016517186   37.9412076686    5.0946449145   0.662198996     3.5E-5    291.901609   37.9412      291.901609   37.9412      19273638+3756283   6.253    0.023    6.183    0.024    6.046    0.02     AAA 111 111 000 0      0      3.455144656127098E-5   
  95700   95700   291.9752605863   20.2474034109    5.0959296316   0.3533838545    1.7E-5    291.975242   20.247404    291.975242   20.247404    19275405+2014506   6.86     0.018    6.95     0.018    6.975    0.02     AAA 111 111 000 0      0      1.744774509826267E-5   
  95929   95929   292.6379781445   3.4444000312     5.107496235    0.0601161213    4.6E-5    292.638024   3.444397     292.638024   3.444397     19303312+0326398   5.96     0.02     5.897    0.027    5.814    0.018    AAA 111 111 000 0      0      4.5872923000305476E-5  
  95951   95951   292.6891528726   27.9652788803    5.1083894025   0.4880861927    3.2E-5    292.689172   27.965252    292.689172   27.965252    19304540+2757549   5.208    0.017    5.258    0.017    5.258    0.017    EAA 111 111 000 0      0      3.174831465814484E-5   
  96196   96196   293.4038303059   3.7613346493     5.1208628768   0.0656476739    4.1E-5    293.403793   3.761351     293.403793   3.761351     19333691+0345408   6.859    0.023    6.682    0.029    6.447    0.027    AAA 111 111 000 0      0      4.0658164295176655E-5  
  96387   96387   293.9512557151   36.944543241     5.1304172526   0.6448039202    3.1E-5    293.951294   36.944546    293.951294   36.944546    19354831+3656403   6.072    0.026    6.163    0.021    6.143    0.015    AAA 111 111 000 0      0      3.072210351157054E-5   
  96984   96984   295.7011507429   17.9682863243    5.1609586824   0.3136057573    1.6E-5    295.701136   17.968294    295.701136   17.968294    19424827+1758058   7.141    0.023    7.146    0.029    7.081    0.018    AAA 111 111 000 0      0      1.5987018069766045E-5  
  97117   97117   296.0660538403   7.5882282697     5.1673274429   0.1324395677    2.6E-5    296.066059   7.588203     296.066059   7.588203     19441585+0735175   7.963    0.026    7.906    0.053    7.808    0.031    AAA 111 111 000 0      0      2.5782086847569797E-5  
  97189   97189   296.3026466033   24.0511445116    5.1714567656   0.4197716606    4.8E-5    296.302627   24.0511      296.302627   24.0511      19451263+2403039   7.183    0.02     7.02     0.017    6.941    0.016    AAA 111 111 000 0      0      4.7976474383291746E-5  
  97275   97275   296.5564985051   5.9881392569     5.1758873171   0.1045127461    1.1E-5    296.556508   5.988145     296.556508   5.988145     19461356+0559173   8.26     0.024    8.256    0.044    8.177    0.026    AAA 111 111 000 0      0      1.1052382883393602E-5  
  97545   97545   297.3894054242   -1.1010180502    5.1904242852   -0.0192163901   6.5E-5    297.389435   -1.101076    297.389435   -1.101076    19493346-0106038   7.739    0.019    7.654    0.04     7.405    0.021    AAA 111 111 000 0      0      6.505831445237711E-5   
  97607   97607   297.5728328489   7.9024280515     5.1936256977   0.1379233884    7.0E-6    297.572839   7.902424     297.572839   7.902424     19501748+0754087   6.116    0.021    6.075    0.042    5.968    0.02     AAA 111 111 000 0      0      7.316794775871692E-6   
  97679   97679   297.76705697     22.6100867071    5.1970155481   0.3946204572    3.6E-5    297.767077   22.610056    297.767077   22.610056    19510409+2236362   5.388    0.242    5.051    0.02     4.947    0.016    DAA 311 111 000 0      0      3.584447419481141E-5   
  97681   97681   297.769743592    27.7169177934    5.1970624385   0.483751474     2.1E-5    297.769762   27.716904    297.769762   27.716904    19510474+2743008   7.462    0.024    7.469    0.021    7.476    0.018    AAA 111 111 000 0      0      2.134972996753193E-5   
  98425   98425   299.9799798988   37.0428860378    5.2356383393   0.6465203258    1.0E-5    299.979978   37.042896    299.979978   37.042896    19595519+3702344   5.413    0.027    5.484    0.021    5.486    0.027    AAA 111 111 000 0      0      1.0076827457011287E-5  
  98441   98441   300.0294045961   32.7896824594    5.236500963    0.5722879196    4.5E-5    300.029431   32.789722    300.029431   32.789722    20000706+3247229   7.281    0.024    7.328    0.023    7.308    0.016    AAA 111 111 000 0      0      4.5344870552624134E-5  
  98635   98635   300.5054351783   29.5858934588    5.244809264    0.516371253     1.5E-5    300.505443   29.585907    300.505443   29.585907    20020130+2935092   8.863    0.021    8.877    0.024    8.78     0.019    AAA 122 111 000 0      0      1.5153536089458394E-5  
  98696   98696   300.6934363991   21.8544349133    5.2480905043   0.3814318454    8.4E-5    300.693525   21.85445     300.693525   21.85445     20024644+2151160   8.179    0.021    8.186    0.029    8.006    0.024    AAA 111 111 000 0      0      8.360584282377573E-5   
  98778   98778   300.923323837    36.4256136814    5.252102797    0.6357468908    1.03E-4   300.923426   36.425552    300.923426   36.425552    20034162+3625319   7.763    0.021    7.734    0.029    7.666    0.02     AAA 111 111 000 0      0      1.027714724287539E-4   
  98807   98807   301.0031115331   26.2713317316    5.253495355    0.4585212376    8.0E-6    301.003104   26.271336    301.003104   26.271336    20040074+2616168   7.683    0.021    7.596    0.021    7.539    0.017    AAA 111 111 000 0      0      7.990565805717698E-6   
  98950   98950   301.3569384682   46.6718267324    5.2596708      0.8145770444    1.3E-5    301.35692    46.671829    301.35692    46.671829    20052566+4640185   7.579    0.02     7.419    0.018    7.153    0.021    AAA 111 111 000 0      0      1.2873720761415421E-5  
  99021   99021   301.541461033    35.3860202133    5.2628913263   0.6176025619    1.7E-5    301.541443   35.386028    301.541443   35.386028    20060994+3523097   6.937    0.021    6.848    0.046    6.734    0.021    AAA 111 111 000 0      0      1.6636528128610022E-5  
  99089   99089   301.7413950681   46.299505304     5.2663808335   0.8080788096    2.1E-5    301.741377   46.299488    301.741377   46.299488    20065793+4617581   8.573    0.019    8.304    0.026    8.213    0.02     AAA 112 111 000 0      0      2.1336702779177725E-5  
  99303   99303   302.3567365052   36.8395899722    5.2771205676   0.6429721401    4.1E-5    302.356787   36.839596    302.356787   36.839596    20092562+3650225   5.071    0.037    5.155    0.016    5.038    0.021    EAA 111 111 000 0      0      4.0858936671812935E-5  
  99327   99327   302.4149839504   21.0788103379    5.2781371773   0.3678946428    2.2E-5    302.414962   21.078802    302.414962   21.078802    20093959+2104436   8.478    0.019    8.6      0.023    8.628    0.022    AAA 112 111 000 0      0      2.211374084921887E-5   
  99531   99531   303.0029109555   26.4788310041    5.2883984393   0.4621427831    4.8E-5    303.002912   26.478783    303.002912   26.478783    20120069+2628436   5.967    0.02     6.054    0.018    5.998    0.023    AAA 111 111 000 0      0      4.8013203531959986E-5  
  99599   99599   303.1879490104   47.3948296148    5.2916279626   0.8271958252    6.8E-5    303.188045   47.39481     303.188045   47.39481     20124513+4723413   8.941    0.024    8.226    0.02     7.99     0.02     AAA 111 111 000 0      0      6.78753873184286E-5    
  99667   99667   303.3874525766   36.3283875278    5.2951099567   0.6340499743    3.8E-5    303.387445   36.32835     303.387445   36.32835     20133298+3619420   7.133    0.026    7.08     0.023    6.915    0.02     AAA 111 111 000 0      0      3.802097156366115E-5   
  99820   99820   303.8011677419   34.5134252756    5.3023306485   0.6023729072    2.0E-5    303.801144   34.51342     303.801144   34.51342     20151227+3430483   9.303    0.032    8.983    0.041    8.734    0.03     EEE 222 111 000 0      0      2.026202361622065E-5   
  99824   99824   303.81621225     25.5919691193    5.3025932247   0.4466641232    2.3E-5    303.816228   25.591951    303.816228   25.591951    20151589+2535310   5.232    0.31     5.225    0.033    5.27     0.017    DAA 311 111 000 0      0      2.3023593618266335E-5  
  99898   99898   304.0356534411   37.5564181916    5.306423196    0.6554831527    1.6E-5    304.035663   37.556404    304.035663   37.556404    20160855+3733230   9.422    0.024    9.394    0.019    9.362    0.017    AAA 222 111 000 0      0      1.608805010007527E-5   
  99953   99953   304.2007748127   32.3798558269    5.3093051076   0.5651350955    4.9E-5    304.200771   32.379807    304.200771   32.379807    20164818+3222473   6.62     0.023    6.534    0.023    6.357    0.02     AAA 111 111 000 0      0      4.893295251499396E-5   
  99995   99995   304.2907464097   15.8726953085    5.3108754082   0.2770307943    6.0E-5    304.290705   15.872651    304.290705   15.872651    20170976+1552215   7.544    0.02     7.602    0.033    7.498    0.023    AAA 111 111 000 0      0      5.9579676170788984E-5  
  100013  100013  304.3548909199   39.5935393399    5.3119949411   0.691037624     2.5E-5    304.354924   39.59354     304.354924   39.59354     20172518+3935367   6.509    0.018    6.513    0.017    6.461    0.02     AAA 111 111 000 0      0      2.5499577802697345E-5  
  100435  100435  305.5142897598   24.4461160674    5.3322302682   0.4266652147    9.0E-6    305.514282   24.44611     305.514282   24.44611     20220342+2426459   5.557    0.02     5.636    0.016    5.587    0.021    AAA 111 111 000 0      0      9.312111929614221E-6   
  100574  100574  305.9348553861   37.476448272     5.3395705231   0.6540874143    2.9E-5    305.934868   37.476421    305.934868   37.476421    20234436+3728351   6.174    0.023    6.228    0.021    6.165    0.017    AAA 111 111 000 0      0      2.905117611889143E-5   
  100628  100628  306.0654911958   42.3003987045    5.3418505481   0.7382812323    3.0E-5    306.065491   42.300369    306.065491   42.300369    20241571+4218013   9.629    0.022    9.624    0.021    9.632    0.019    AAA 222 111 000 0      0      2.9704853010007507E-5  
  100744  100744  306.3867231864   54.6842132113    5.347457104    0.9544195694    4.1E-5    306.386712   54.684254    306.386712   54.684254    20253281+5441033   7.3      0.021    7.335    0.027    7.233    0.02     AAA 111 111 000 0      0      4.129813215928877E-5   
  101066  101066  307.3340967368   46.6664078809    5.3639918917   0.8144824676    3.9E-5    307.334134   46.666378    307.334134   46.666378    20292019+4639589   9.476    0.021    9.455    0.019    9.397    0.016    AAA 222 111 000 0      0      3.9329117159957804E-5  
  101084  101084  307.3629412829   56.068179066     5.364495324    0.9785743303    4.3E-5    307.36301    56.068199    307.36301    56.068199    20292712+5604055   5.888    0.023    5.957    0.027    5.924    0.02     AAA 111 111 000 0      0      4.322872370597548E-5   
  101118  101118  307.4490283406   36.9804044058    5.3659978266   0.6454298156    9.0E-6    307.449032   36.980396    307.449032   36.980396    20294776+3658494   7.304    0.018    7.302    0.023    7.292    0.021    AAA 111 111 000 0      0      8.899608950695291E-6   
  101160  101160  307.5747960888   10.8959155634    5.3681928879   0.1901696016    6.5E-5    307.57485    10.895954    307.57485    10.895954    20301796+1053454   5.976    0.021    6.022    0.027    5.954    0.023    AAA 111 111 000 0      0      6.542125988783977E-5   
  101411  101411  308.2713192684   31.6570639762    5.3803495107   0.5525199979    3.2E-5    308.271285   31.657076    308.271285   31.657076    20330510+3139254   7.456    0.02     7.43     0.023    7.279    0.023    AAA 111 111 000 0      0      3.155038510682611E-5   
  101780  101780  309.4170326962   18.2843755317    5.4003459823   0.3191225547    3.8E-5    309.416994   18.284386    309.416994   18.284386    20374007+1817037   9.365    0.021    9.135    0.036    9.1      0.02     AAA 212 111 000 0      0      3.8204637702537554E-5  
  101921  101921  309.8051923568   -2.4129833469    5.4071206464   -0.0421145042   4.2E-5    309.805233   -2.412992    309.805233   -2.412992    20391325-0224467   6.348    0.02     6.395    0.044    6.356    0.024    AAA 111 111 000 0      0      4.1518884332478676E-5  
  102097  102097  310.3550159954   54.2094496966    5.4167168792   0.9461333829    2.7E-5    310.355027   54.209423    310.355027   54.209423    20412520+5412339   7.582    0.023    7.556    0.023    7.464    0.02     AAA 111 111 000 0      0      2.7461380091582655E-5  
  102195  102195  310.5930180799   35.4562136109    5.4208707992   0.6188276678    4.3E-5    310.593065   35.456234    310.593065   35.456234    20422233+3527224   6.886    0.023    6.914    0.021    6.854    0.018    AAA 111 111 000 0      0      4.331768368318915E-5   
  102589  102589  311.8521957952   36.4907366545    5.4428475962   0.6368835011    4.8E-5    311.852206   36.490784    311.852206   36.490784    20472452+3629268   4.663    0.037    4.779    0.017    4.794    0.017    EAA 111 111 000 0      0      4.8051065492319926E-5  
  102700  102700  312.1365670847   53.9061128624    5.4478108115   0.9408391564    2.9E-5    312.13655    53.906086    312.13655    53.906086    20483277+5354219   7.674    0.023    7.556    0.027    7.345    0.018    AAA 111 111 000 0      0      2.8686027914184062E-5  
  102754  102754  312.2983401826   45.4110650924    5.4506342847   0.7925726027    5.0E-5    312.29827    45.411057    312.29827    45.411057    20491158+4524398   8.118    0.02     7.901    0.055    7.571    0.021    AAA 111 111 000 0      0      4.992943791043023E-5   
  102827  102827  312.4776736749   46.6613280084    5.4537642446   0.8143938071    5.6E-5    312.477638   46.661278    312.477638   46.661278    20495463+4639406   6.413    0.021    6.484    0.033    6.496    0.017    AAA 111 111 00d 0      0      5.568040802175196E-5   
  102926  102926  312.7916208396   55.4887568058    5.4592436563   0.9684615041    3.1E-5    312.791651   55.488731    312.791651   55.488731    20510999+5529194   6.981    0.024    6.816    0.023    6.655    0.029    AAA 111 111 000 0      0      3.09505472112765E-5    
  103007  103007  313.0404954227   44.4346223335    5.4635873372   0.7755304616    3.0E-5    313.040517   44.434597    313.040517   44.434597    20520972+4426045   7.129    0.024    6.863    0.031    6.535    0.018    AAA 111 111 000 0      0      2.9650803857909483E-5  
  103189  103189  313.5927004344   40.7029565045    5.4732251328   0.7104006063    2.5E-5    313.592713   40.70298     313.592713   40.70298     20542225+4042107   6.694    0.019    6.733    0.016    6.701    0.018    AAA 111 111 d00 0      0      2.5353164946686358E-5  
  103277  103277  313.8462898643   40.3000314638    5.4776511033   0.7033682377    3.1E-5    313.846305   40.300003    313.846305   40.300003    20552311+4018000   6.344    0.019    6.199    0.016    5.877    0.016    AAA 111 111 000 0      0      3.07154793977753E-5    
  103632  103632  314.95645895     47.5209452172    5.4970272091   0.8293969577    7.2E-5    314.956439   47.520874    314.956439   47.520874    20594954+4731151   4.657    0.27     4.457    0.084    4.345    0.34     DAD 313 111 000 0      0      7.24803562059659E-5    
  103700  103700  315.2077293676   46.5785866862    5.5014127052   0.8129496986    7.1E-5    315.207626   46.578579    315.207626   46.578579    21004983+4634428   7.454    0.021    7.509    0.016    7.553    0.016    AAA 111 111 000 0      0      7.14651900290452E-5    
  103732  103732  315.2955105469   46.1557650099    5.5029447758   0.8055700682    5.7E-5    315.295583   46.155792    315.295583   46.155792    21011093+4609208   5.86     0.026    5.952    0.029    5.993    0.024    AAA 111 111 000 0      0      5.6985326117791555E-5  
  103763  103763  315.40378932     68.1632712304    5.5048345969   1.1896735119    2.6E-5    315.403808   68.163246    315.403808   68.163246    21013691+6809476   6.111    0.03     5.465    0.031    4.651    0.017    AAA 111 111 000 2      0      2.616966879825274E-5   
  103879  103879  315.7335132843   46.2742326399    5.5105893657   0.8076377184    1.6E-5    315.733491   46.274227    315.733491   46.274227    21025603+4616272   8.99     0.027    8.907    0.033    8.8      0.022    AAA 122 111 000 0      0      1.6403146297420283E-5  
  104361  104361  317.1234426499   47.2570485401    5.5348482095   0.8247910918    3.2E-5    317.123432   47.25708     317.123432   47.25708     21082962+4715254   8.0      0.023    8.022    9.998    8.114    0.02     AFA 111 111 000 0      0      3.227959297832994E-5   
  104483  104483  317.4942707038   45.5025545577    5.54132038     0.7941693951    3.7E-5    317.494268   45.502518    317.494268   45.502518    21095862+4530090   6.798    0.023    6.901    0.027    6.915    0.018    AAA 111 111 000 0      0      3.660678324089261E-5   
  104883  104883  318.689526715    59.7610316396    5.5621815328   1.0430267665    4.6E-5    318.689527   59.761078    318.689527   59.761078    21144548+5945398   7.583    0.02     7.437    0.021    7.241    0.017    AAA 111 111 000 0      0      4.6360622178030115E-5  
  104928  104928  318.8213448461   43.803394553     5.5644821932   0.7645134585    9.0E-6    318.821338   43.803402    318.821338   43.803402    21151712+4348122   8.915    0.02     8.886    0.028    8.818    0.024    AAA 122 111 000 0      0      8.937052656991525E-6   
  105091  105091  319.3283088925   58.611491123     5.573330385    1.0229634996    1.7E-5    319.328277   58.611488    319.328277   58.611488    21171878+5836413   5.915    0.018    5.919    0.016    5.877    0.016    AAA 111 111 000 0      0      1.6901868288578512E-5  
  105138  105138  319.4794496814   34.8968811474    5.5759682894   0.6090654747    3.5E-5    319.479472   34.896851    319.479472   34.896851    21175507+3453486   4.701    0.306    4.54     0.226    4.478    0.404    DDD 333 111 d00 0      0      3.5269692396144425E-5  
  105250  105250  319.7806713159   61.8584627494    5.5812255987   1.0796338452    5.8E-5    319.780646   61.858406    319.780646   61.858406    21190735+6151302   5.603    0.02     5.398    0.036    5.105    0.02     AAA 111 111 000 0      0      5.79919379001016E-5    
  105268  105268  319.8425545966   64.8718423132    5.5823056657   1.1322272402    6.4E-5    319.842403   64.871841    319.842403   64.871841    21192217+6452186   4.828    0.041    4.774    0.026    4.589    0.031    EAA 111 111 000 0      0      6.438804289651918E-5   
  105309  105309  319.9372483283   53.9515062859    5.5839583831   0.9416314211    6.0E-6    319.937247   53.9515      319.937247   53.9515      21194493+5357054   7.41     0.034    7.359    0.017    7.329    0.016    AAA 111 111 000 0      0      6.334314335056636E-6   
  105565  105565  320.7131180265   40.6972592815    5.5974998639   0.710301171     1.5E-5    320.713107   40.697247    320.713107   40.697247    21225114+4041500   7.143    0.026    7.032    0.038    6.906    0.027    AAA 111 111 000 0      0      1.4856762359331711E-5  
  105623  105623  320.8974323727   14.0501970628    5.6007167561   0.2452221993    6.0E-6    320.897439   14.050197    320.897439   14.050197    21233538+1403007   6.852    0.018    6.898    0.024    6.82     0.016    AAA 111 111 000 0      0      6.429340474817585E-6   
  105699  105699  321.1264179693   55.3667390377    5.6047133087   0.9663318923    2.1E-5    321.126422   55.366718    321.126422   55.366718    21243034+5522001   6.207    0.027    5.962    0.026    5.631    0.015    AAA 111 111 000 0      0      2.1162048202291756E-5  
  105741  105741  321.2601829765   44.4517781452    5.6070479485   0.775829887     1.7E-5    321.260193   44.451763    321.260193   44.451763    21250244+4427063   7.432    0.018    7.206    0.017    6.943    0.017    AAA 111 111 000 0      0      1.675033266742805E-5   
